gRNA_length,PAM,gc_content,cleavage_efficiency,off_target_probability,immunogenicity,binding_affinity,tcell_recognition,exposure_score,fitness_score
19,CGG,0.52,0.72,0.25,0.29,0.42,0.5,0.58,-0.32
22,TGG,0.66,0.88,0.15,0.44,0.71,0.58,0.68,-0.29
21,CGG,0.57,0.91,0.14,0.26,0.59,0.54,0.51,-0.03
21,TGG,0.58,0.79,0.1,0.23,0.52,0.6,0.65,-0.14
24,NAG,0.55,0.77,0.24,0.28,0.62,0.79,0.64,-0.54
23,TGG,0.66,0.86,0.17,0.2,0.43,0.59,0.53,-0.1
19,NGG,0.69,0.93,0.06,0.47,0.71,0.56,0.69,-0.16
20,NGG,0.73,0.79,0.29,0.44,0.51,0.8,0.63,-0.74
18,NAG,0.52,0.91,0.24,0.3,0.67,0.58,0.72,-0.21
20,NGG,0.51,0.94,0.28,0.27,0.87,0.54,0.66,-0.15
22,TGG,0.41,0.9,0.09,0.41,0.44,0.59,0.63,-0.19
21,NAG,0.47,0.88,0.09,0.49,0.68,0.66,0.66,-0.36
24,NAG,0.5,0.87,0.06,0.29,0.87,0.78,0.58,-0.26
21,NAG,0.67,0.91,0.11,0.29,0.53,0.56,0.54,-0.05
18,NGG,0.4,0.71,0.05,0.4,0.44,0.51,0.69,-0.25
23,TGG,0.75,0.74,0.2,0.21,0.68,0.59,0.56,-0.26
24,NAG,0.74,0.76,0.16,0.22,0.56,0.62,0.54,-0.24
19,TGG,0.73,0.85,0.22,0.34,0.53,0.56,0.51,-0.27
24,CGG,0.71,0.92,0.1,0.25,0.48,0.77,0.63,-0.2
24,CGG,0.51,0.77,0.23,0.37,0.79,0.56,0.51,-0.39
20,NAG,0.59,0.84,0.01,0.59,0.55,0.57,0.65,-0.33
18,CGG,0.56,0.93,0.04,0.56,0.44,0.75,0.62,-0.42
17,TGG,0.67,0.91,0.22,0.55,0.78,0.67,0.57,-0.53
21,NGG,0.53,0.77,0.26,0.25,0.79,0.68,0.59,-0.42
19,TGG,0.63,0.78,0.05,0.3,0.46,0.62,0.57,-0.19
18,TGG,0.56,0.75,0.12,0.34,0.85,0.71,0.66,-0.42
17,CGG,0.69,0.92,0.11,0.38,0.47,0.53,0.69,-0.1
23,CGG,0.47,0.84,0.26,0.58,0.88,0.8,0.66,-0.8
24,NGG,0.79,0.78,0.04,0.33,0.53,0.63,0.78,-0.22
18,TGG,0.73,0.85,0.13,0.53,0.63,0.55,0.62,-0.36
18,TGG,0.62,0.83,0.15,0.21,0.89,0.55,0.62,-0.08
21,CGG,0.4,0.73,0.27,0.36,0.41,0.78,0.71,-0.68
24,NGG,0.63,0.8,0.01,0.42,0.54,0.68,0.69,-0.31
24,TGG,0.43,0.79,0.07,0.48,0.56,0.72,0.64,-0.48
17,NGG,0.71,0.88,0.01,0.53,0.83,0.74,0.76,-0.4
18,TGG,0.41,0.72,0.0,0.38,0.87,0.76,0.56,-0.42
24,TGG,0.67,0.73,0.11,0.51,0.89,0.66,0.74,-0.55
23,TGG,0.58,0.78,0.25,0.55,0.56,0.55,0.52,-0.57
21,CGG,0.46,0.81,0.09,0.38,0.43,0.8,0.56,-0.46
19,NGG,0.78,0.81,0.12,0.38,0.55,0.79,0.61,-0.48
23,NGG,0.77,0.86,0.22,0.22,0.51,0.68,0.67,-0.26
18,CGG,0.48,0.88,0.23,0.55,0.84,0.65,0.62,-0.55
17,NAG,0.74,0.91,0.0,0.3,0.64,0.71,0.51,-0.1
18,NGG,0.57,0.87,0.29,0.52,0.74,0.77,0.73,-0.71
24,CGG,0.77,0.79,0.22,0.35,0.73,0.74,0.77,-0.52
17,NGG,0.71,0.91,0.04,0.28,0.69,0.7,0.7,-0.11
18,NAG,0.56,0.95,0.25,0.47,0.63,0.79,0.62,-0.56
19,NGG,0.69,0.71,0.01,0.56,0.85,0.75,0.67,-0.61
19,CGG,0.67,0.78,0.09,0.31,0.44,0.67,0.67,-0.29
24,CGG,0.74,0.8,0.16,0.59,0.63,0.69,0.53,-0.64
21,NGG,0.47,0.88,0.21,0.48,0.59,0.51,0.8,-0.32
17,TGG,0.56,0.8,0.19,0.24,0.8,0.66,0.65,-0.29
21,NAG,0.49,0.91,0.1,0.52,0.55,0.57,0.75,-0.28
22,TGG,0.65,0.88,0.26,0.53,0.71,0.57,0.55,-0.48
19,CGG,0.71,0.88,0.17,0.3,0.54,0.77,0.74,-0.36
18,CGG,0.48,0.91,0.2,0.35,0.4,0.63,0.67,-0.27
18,TGG,0.56,0.95,0.21,0.5,0.74,0.53,0.78,-0.29
18,CGG,0.59,0.79,0.19,0.48,0.5,0.6,0.61,-0.48
20,NAG,0.68,0.72,0.01,0.52,0.56,0.54,0.73,-0.35
24,TGG,0.45,0.86,0.01,0.26,0.88,0.63,0.59,-0.04
21,NAG,0.42,0.88,0.23,0.35,0.84,0.62,0.54,-0.32
17,NAG,0.61,0.92,0.1,0.51,0.51,0.56,0.62,-0.25
20,NGG,0.7,0.85,0.08,0.43,0.66,0.62,0.76,-0.28
21,TGG,0.77,0.75,0.07,0.38,0.72,0.63,0.76,-0.33
20,NAG,0.48,0.77,0.06,0.59,0.43,0.76,0.51,-0.64
17,NGG,0.46,0.84,0.14,0.45,0.53,0.64,0.57,-0.39
19,NGG,0.78,0.92,0.16,0.24,0.84,0.72,0.64,-0.2
24,TGG,0.5,0.7,0.19,0.58,0.54,0.68,0.63,-0.75
21,CGG,0.57,0.73,0.01,0.3,0.72,0.63,0.56,-0.21
24,CGG,0.66,0.78,0.05,0.38,0.66,0.76,0.66,-0.41
18,NGG,0.55,0.7,0.01,0.6,0.74,0.7,0.8,-0.61
23,TGG,0.49,0.87,0.23,0.56,0.4,0.74,0.74,-0.66
19,TGG,0.42,0.89,0.2,0.39,0.68,0.6,0.77,-0.3
18,CGG,0.44,0.75,0.11,0.46,0.7,0.74,0.66,-0.56
20,NAG,0.68,0.88,0.06,0.29,0.44,0.79,0.62,-0.26
20,NGG,0.44,0.81,0.07,0.52,0.54,0.71,0.72,-0.49
22,CGG,0.79,0.89,0.28,0.38,0.81,0.58,0.67,-0.35
17,NAG,0.45,0.9,0.12,0.23,0.75,0.74,0.52,-0.19
24,NAG,0.63,0.72,0.23,0.4,0.83,0.7,0.52,-0.61
20,CGG,0.53,0.73,0.01,0.49,0.53,0.79,0.69,-0.56
17,NGG,0.41,0.71,0.29,0.57,0.42,0.64,0.63,-0.79
19,NAG,0.55,0.81,0.15,0.49,0.53,0.59,0.56,-0.42
18,TGG,0.64,0.79,0.23,0.28,0.45,0.79,0.58,-0.51
19,CGG,0.62,0.82,0.14,0.56,0.48,0.58,0.61,-0.46
19,CGG,0.73,0.85,0.29,0.29,0.88,0.71,0.59,-0.44
20,TGG,0.8,0.73,0.09,0.36,0.54,0.77,0.64,-0.49
18,CGG,0.74,0.87,0.17,0.36,0.75,0.65,0.57,-0.31
18,NAG,0.52,0.77,0.01,0.24,0.81,0.55,0.77,-0.03
22,TGG,0.66,0.88,0.2,0.5,0.8,0.56,0.79,-0.38
21,CGG,0.66,0.83,0.22,0.3,0.55,0.72,0.8,-0.41
22,CGG,0.69,0.8,0.03,0.54,0.73,0.69,0.54,-0.46
19,TGG,0.71,0.79,0.16,0.26,0.58,0.74,0.54,-0.37
19,NGG,0.78,0.88,0.3,0.52,0.53,0.67,0.78,-0.61
19,CGG,0.46,0.94,0.17,0.38,0.74,0.6,0.72,-0.21
19,TGG,0.72,0.72,0.07,0.3,0.76,0.52,0.58,-0.17
21,CGG,0.77,0.72,0.12,0.57,0.64,0.59,0.69,-0.56
18,NGG,0.79,0.83,0.08,0.34,0.54,0.59,0.55,-0.18
18,NAG,0.79,0.92,0.15,0.52,0.58,0.74,0.75,-0.49
17,NAG,0.57,0.83,0.02,0.29,0.42,0.58,0.63,-0.06
17,TGG,0.7,0.89,0.25,0.23,0.58,0.76,0.52,-0.35
19,CGG,0.69,0.82,0.1,0.24,0.84,0.6,0.75,-0.12
22,TGG,0.67,0.8,0.14,0.36,0.58,0.58,0.61,-0.28
24,NGG,0.54,0.9,0.03,0.21,0.43,0.79,0.75,-0.13
24,NAG,0.79,0.71,0.29,0.32,0.48,0.7,0.59,-0.6
17,NGG,0.65,0.84,0.21,0.4,0.56,0.63,0.51,-0.4
18,TGG,0.69,0.87,0.02,0.49,0.61,0.5,0.66,-0.14
18,NGG,0.69,0.92,0.06,0.57,0.44,0.52,0.61,-0.23
19,CGG,0.44,0.95,0.12,0.44,0.6,0.58,0.73,-0.19
19,CGG,0.69,0.92,0.09,0.56,0.89,0.54,0.76,-0.27
23,NAG,0.42,0.74,0.01,0.2,0.45,0.72,0.7,-0.19
22,NGG,0.69,0.87,0.03,0.32,0.85,0.8,0.52,-0.28
19,NGG,0.45,0.72,0.09,0.29,0.89,0.64,0.68,-0.3
19,NAG,0.42,0.75,0.3,0.37,0.88,0.72,0.53,-0.64
20,NAG,0.71,0.92,0.12,0.22,0.81,0.58,0.68,0.0
23,NGG,0.7,0.91,0.0,0.55,0.89,0.72,0.58,-0.36
21,NAG,0.7,0.95,0.28,0.37,0.53,0.72,0.58,-0.42
24,TGG,0.53,0.72,0.08,0.22,0.86,0.7,0.59,-0.28
24,NAG,0.63,0.7,0.22,0.26,0.61,0.58,0.58,-0.36
17,CGG,0.43,0.84,0.06,0.57,0.66,0.65,0.74,-0.44
22,CGG,0.69,0.92,0.25,0.26,0.8,0.78,0.69,-0.37
18,NAG,0.8,0.73,0.17,0.53,0.74,0.69,0.72,-0.66
17,NAG,0.71,0.87,0.29,0.45,0.55,0.79,0.79,-0.66
21,CGG,0.61,0.73,0.03,0.56,0.56,0.68,0.7,-0.54
21,CGG,0.43,0.72,0.12,0.53,0.51,0.55,0.73,-0.48
22,NAG,0.46,0.78,0.22,0.57,0.47,0.71,0.68,-0.72
23,NAG,0.75,0.72,0.02,0.21,0.42,0.62,0.58,-0.13
23,TGG,0.49,0.92,0.2,0.37,0.77,0.77,0.59,-0.42
19,CGG,0.44,0.79,0.1,0.21,0.81,0.78,0.7,-0.3
21,NAG,0.47,0.77,0.01,0.59,0.64,0.51,0.76,-0.34
23,NAG,0.8,0.88,0.13,0.52,0.58,0.74,0.73,-0.51
17,NAG,0.62,0.8,0.0,0.3,0.75,0.59,0.67,-0.09
18,NAG,0.49,0.81,0.16,0.46,0.64,0.75,0.54,-0.56
21,NAG,0.51,0.84,0.11,0.39,0.89,0.71,0.55,-0.37
23,CGG,0.77,0.86,0.1,0.49,0.74,0.57,0.52,-0.3
22,CGG,0.62,0.76,0.2,0.49,0.68,0.6,0.76,-0.53
19,NAG,0.53,0.95,0.02,0.5,0.77,0.72,0.58,-0.29
18,NGG,0.64,0.89,0.25,0.45,0.54,0.61,0.67,-0.42
23,TGG,0.76,0.9,0.28,0.49,0.6,0.76,0.71,-0.63
20,NGG,0.71,0.88,0.02,0.46,0.51,0.55,0.77,-0.15
22,NGG,0.63,0.93,0.11,0.57,0.53,0.54,0.63,-0.29
21,NAG,0.63,0.75,0.25,0.23,0.68,0.51,0.64,-0.24
20,TGG,0.65,0.89,0.03,0.35,0.75,0.52,0.52,-0.01
21,TGG,0.64,0.86,0.24,0.55,0.6,0.71,0.51,-0.64
19,NGG,0.72,0.77,0.09,0.57,0.47,0.51,0.77,-0.4
20,NGG,0.59,0.76,0.28,0.55,0.89,0.68,0.77,-0.75
23,NGG,0.68,0.76,0.13,0.5,0.72,0.72,0.78,-0.59
21,NGG,0.78,0.8,0.25,0.41,0.72,0.51,0.57,-0.37
24,CGG,0.64,0.9,0.05,0.53,0.78,0.78,0.59,-0.46
20,NAG,0.6,0.89,0.26,0.3,0.44,0.79,0.74,-0.46
20,CGG,0.78,0.83,0.23,0.28,0.52,0.55,0.56,-0.23
19,NAG,0.51,0.84,0.22,0.49,0.79,0.65,0.6,-0.52
17,NGG,0.67,0.85,0.02,0.36,0.48,0.6,0.75,-0.13
18,NAG,0.72,0.74,0.05,0.47,0.85,0.65,0.57,-0.43
17,CGG,0.41,0.88,0.06,0.31,0.89,0.67,0.55,-0.16
21,TGG,0.56,0.86,0.19,0.42,0.88,0.79,0.5,-0.54
17,CGG,0.4,0.8,0.04,0.24,0.87,0.77,0.57,-0.25
24,TGG,0.64,0.85,0.18,0.6,0.85,0.56,0.68,-0.49
17,TGG,0.77,0.79,0.28,0.48,0.63,0.5,0.61,-0.47
18,NAG,0.74,0.83,0.21,0.27,0.85,0.64,0.69,-0.29
24,NAG,0.48,0.77,0.28,0.52,0.76,0.55,0.65,-0.58
21,NGG,0.44,0.85,0.24,0.33,0.49,0.57,0.58,-0.29
24,CGG,0.45,0.76,0.18,0.36,0.41,0.57,0.58,-0.35
22,NGG,0.78,0.81,0.04,0.57,0.83,0.5,0.69,-0.3
24,NGG,0.42,0.73,0.07,0.6,0.65,0.7,0.69,-0.64
20,CGG,0.66,0.71,0.03,0.33,0.78,0.62,0.7,-0.27
18,TGG,0.59,0.78,0.03,0.37,0.53,0.8,0.51,-0.42
23,TGG,0.7,0.95,0.13,0.51,0.48,0.67,0.6,-0.36
22,NAG,0.44,0.78,0.23,0.32,0.51,0.74,0.51,-0.51
17,NAG,0.69,0.88,0.27,0.35,0.4,0.74,0.52,-0.48
24,CGG,0.59,0.82,0.17,0.3,0.79,0.53,0.74,-0.18
19,NAG,0.68,0.87,0.24,0.5,0.88,0.65,0.67,-0.52
18,TGG,0.61,0.84,0.04,0.23,0.76,0.7,0.67,-0.13
22,CGG,0.43,0.77,0.26,0.53,0.79,0.65,0.62,-0.67
19,NAG,0.56,0.76,0.11,0.33,0.71,0.51,0.73,-0.19
24,NGG,0.57,0.78,0.22,0.22,0.44,0.64,0.58,-0.3
18,TGG,0.77,0.71,0.1,0.54,0.54,0.72,0.75,-0.65
23,NAG,0.73,0.89,0.19,0.28,0.77,0.6,0.78,-0.18
21,NAG,0.59,0.81,0.29,0.45,0.88,0.68,0.8,-0.61
20,TGG,0.79,0.91,0.02,0.42,0.76,0.68,0.54,-0.21
18,NAG,0.64,0.82,0.06,0.5,0.67,0.55,0.69,-0.29
19,NAG,0.41,0.72,0.23,0.38,0.62,0.54,0.54,-0.43
24,TGG,0.54,0.81,0.13,0.22,0.71,0.6,0.74,-0.14
20,NGG,0.41,0.92,0.2,0.25,0.48,0.64,0.79,-0.17
22,NAG,0.57,0.83,0.12,0.25,0.84,0.79,0.52,-0.33
18,NAG,0.66,0.92,0.11,0.43,0.71,0.63,0.53,-0.25
19,NGG,0.48,0.94,0.04,0.59,0.62,0.63,0.65,-0.32
19,CGG,0.79,0.94,0.19,0.32,0.71,0.62,0.57,-0.19
24,NAG,0.74,0.85,0.1,0.4,0.8,0.74,0.65,-0.39
23,NAG,0.59,0.75,0.26,0.6,0.52,0.5,0.67,-0.61
19,CGG,0.68,0.78,0.22,0.24,0.51,0.5,0.51,-0.18
20,NGG,0.74,0.76,0.0,0.29,0.62,0.72,0.62,-0.25
17,CGG,0.62,0.87,0.23,0.53,0.59,0.76,0.61,-0.65
18,NAG,0.69,0.94,0.16,0.2,0.61,0.68,0.7,-0.1
21,NGG,0.75,0.88,0.17,0.38,0.67,0.7,0.62,-0.37
19,CGG,0.46,0.88,0.03,0.48,0.71,0.78,0.76,-0.41
20,TGG,0.63,0.92,0.14,0.27,0.83,0.64,0.79,-0.13
23,NAG,0.58,0.94,0.11,0.52,0.63,0.69,0.72,-0.38
17,TGG,0.7,0.81,0.08,0.47,0.66,0.51,0.58,-0.25
23,NGG,0.78,0.85,0.22,0.57,0.53,0.72,0.76,-0.66
19,NGG,0.7,0.76,0.27,0.28,0.83,0.76,0.78,-0.55
24,NGG,0.52,0.88,0.26,0.23,0.62,0.69,0.71,-0.3
19,TGG,0.75,0.72,0.26,0.25,0.78,0.66,0.7,-0.45
19,NAG,0.44,0.88,0.02,0.38,0.47,0.5,0.5,-0.02
22,TGG,0.7,0.77,0.23,0.5,0.68,0.67,0.61,-0.63
21,NAG,0.69,0.87,0.11,0.35,0.68,0.61,0.5,-0.2
18,TGG,0.76,0.95,0.26,0.32,0.88,0.7,0.6,-0.33
22,NGG,0.44,0.88,0.24,0.22,0.88,0.79,0.63,-0.37
20,CGG,0.62,0.89,0.05,0.41,0.79,0.6,0.54,-0.17
24,NAG,0.67,0.73,0.18,0.33,0.89,0.67,0.72,-0.45
18,CGG,0.73,0.91,0.14,0.37,0.77,0.69,0.73,-0.29
21,TGG,0.41,0.82,0.06,0.23,0.41,0.6,0.67,-0.07
19,NAG,0.59,0.89,0.3,0.28,0.69,0.7,0.79,-0.39
22,NGG,0.42,0.86,0.12,0.47,0.71,0.53,0.79,-0.26
21,TGG,0.58,0.94,0.16,0.4,0.47,0.64,0.51,-0.26
21,CGG,0.71,0.9,0.29,0.31,0.66,0.5,0.58,-0.2
19,TGG,0.79,0.81,0.19,0.46,0.41,0.6,0.75,-0.44
21,TGG,0.74,0.91,0.24,0.56,0.82,0.66,0.52,-0.55
17,NGG,0.79,0.84,0.19,0.6,0.88,0.73,0.57,-0.68
23,NGG,0.55,0.84,0.02,0.27,0.82,0.69,0.56,-0.14
23,CGG,0.79,0.74,0.27,0.52,0.42,0.54,0.58,-0.59
23,CGG,0.69,0.82,0.04,0.49,0.55,0.72,0.62,-0.43
24,TGG,0.5,0.95,0.11,0.56,0.85,0.71,0.59,-0.43
21,TGG,0.54,0.84,0.09,0.48,0.71,0.56,0.66,-0.29
18,NGG,0.7,0.79,0.18,0.4,0.83,0.55,0.77,-0.34
22,CGG,0.41,0.91,0.26,0.25,0.88,0.5,0.73,-0.1
19,TGG,0.52,0.79,0.14,0.24,0.55,0.71,0.69,-0.3
17,NGG,0.55,0.89,0.24,0.25,0.51,0.76,0.62,-0.36
19,TGG,0.63,0.91,0.02,0.48,0.81,0.75,0.6,-0.34
22,CGG,0.58,0.72,0.06,0.35,0.5,0.58,0.78,-0.27
24,NAG,0.53,0.92,0.13,0.38,0.86,0.76,0.58,-0.35
21,NGG,0.67,0.88,0.05,0.45,0.5,0.59,0.57,-0.21
17,NGG,0.5,0.88,0.02,0.5,0.8,0.69,0.7,-0.33
24,NAG,0.67,0.87,0.17,0.32,0.77,0.5,0.54,-0.12
22,NGG,0.46,0.95,0.17,0.36,0.66,0.6,0.54,-0.18
19,NGG,0.51,0.82,0.22,0.37,0.47,0.64,0.75,-0.41
22,TGG,0.59,0.91,0.21,0.21,0.49,0.63,0.74,-0.14
17,NAG,0.51,0.76,0.08,0.42,0.83,0.62,0.63,-0.36
17,TGG,0.78,0.82,0.19,0.23,0.85,0.51,0.71,-0.11
21,CGG,0.79,0.8,0.14,0.4,0.5,0.69,0.76,-0.43
20,CGG,0.51,0.77,0.3,0.27,0.65,0.77,0.64,-0.57
22,TGG,0.57,0.81,0.05,0.48,0.73,0.55,0.67,-0.27
18,NGG,0.62,0.8,0.14,0.4,0.43,0.74,0.62,-0.48
20,TGG,0.4,0.79,0.12,0.35,0.62,0.74,0.63,-0.42
24,NGG,0.72,0.72,0.29,0.44,0.52,0.52,0.75,-0.53
17,NAG,0.56,0.87,0.17,0.58,0.81,0.67,0.68,-0.55
22,TGG,0.56,0.81,0.22,0.42,0.43,0.65,0.75,-0.48
21,CGG,0.64,0.72,0.18,0.53,0.66,0.75,0.71,-0.74
23,NGG,0.75,0.92,0.19,0.44,0.85,0.65,0.66,-0.36
24,NGG,0.68,0.78,0.03,0.4,0.8,0.55,0.65,-0.2
20,NAG,0.49,0.89,0.12,0.6,0.46,0.62,0.55,-0.45
20,TGG,0.57,0.88,0.16,0.56,0.47,0.67,0.73,-0.51
18,TGG,0.58,0.83,0.2,0.22,0.41,0.74,0.52,-0.33
23,NGG,0.66,0.9,0.16,0.32,0.81,0.71,0.56,-0.29
22,NGG,0.61,0.78,0.13,0.49,0.6,0.52,0.64,-0.36
17,NGG,0.43,0.75,0.09,0.45,0.4,0.58,0.69,-0.37
21,NAG,0.68,0.84,0.09,0.41,0.8,0.78,0.53,-0.44
24,TGG,0.72,0.8,0.09,0.27,0.82,0.74,0.75,-0.3
24,TGG,0.51,0.74,0.15,0.37,0.87,0.57,0.74,-0.35
21,NGG,0.72,0.8,0.28,0.31,0.73,0.75,0.74,-0.54
23,NGG,0.42,0.92,0.22,0.36,0.79,0.53,0.67,-0.19
20,TGG,0.67,0.74,0.09,0.42,0.56,0.56,0.53,-0.33
20,NGG,0.45,0.84,0.14,0.47,0.42,0.72,0.53,-0.49
23,NAG,0.52,0.76,0.15,0.21,0.47,0.72,0.61,-0.32
24,TGG,0.76,0.77,0.0,0.53,0.74,0.79,0.63,-0.55
21,NGG,0.73,0.76,0.24,0.33,0.58,0.59,0.76,-0.4
23,TGG,0.72,0.84,0.2,0.43,0.66,0.67,0.61,-0.46
17,TGG,0.62,0.73,0.16,0.56,0.62,0.7,0.78,-0.69
18,NGG,0.46,0.83,0.21,0.56,0.72,0.8,0.55,-0.74
22,NGG,0.5,0.73,0.01,0.57,0.5,0.8,0.51,-0.65
22,NAG,0.78,0.84,0.19,0.49,0.47,0.78,0.76,-0.62
21,CGG,0.49,0.89,0.17,0.25,0.81,0.65,0.78,-0.18
23,TGG,0.49,0.91,0.04,0.5,0.44,0.66,0.72,-0.29
18,CGG,0.67,0.78,0.25,0.3,0.4,0.73,0.67,-0.5
21,CGG,0.48,0.8,0.26,0.35,0.84,0.61,0.71,-0.42
21,CGG,0.54,0.88,0.07,0.25,0.74,0.78,0.74,-0.22
24,CGG,0.62,0.87,0.26,0.28,0.76,0.78,0.77,-0.45
23,NAG,0.64,0.86,0.0,0.54,0.49,0.58,0.7,-0.26
24,CGG,0.43,0.87,0.04,0.2,0.73,0.76,0.55,-0.13
24,TGG,0.8,0.73,0.21,0.46,0.46,0.79,0.53,-0.73
18,TGG,0.72,0.86,0.0,0.28,0.76,0.62,0.61,-0.04
19,TGG,0.7,0.71,0.02,0.42,0.68,0.72,0.6,-0.45
23,NGG,0.63,0.91,0.3,0.49,0.71,0.55,0.79,-0.43
19,CGG,0.41,0.75,0.01,0.5,0.49,0.51,0.63,-0.27
24,NAG,0.46,0.82,0.21,0.56,0.62,0.54,0.57,-0.49
20,TGG,0.61,0.93,0.22,0.58,0.78,0.55,0.8,-0.42
18,NGG,0.72,0.93,0.08,0.22,0.66,0.63,0.71,0.0
17,CGG,0.7,0.73,0.2,0.39,0.48,0.68,0.66,-0.54
24,NGG,0.44,0.93,0.11,0.22,0.63,0.56,0.6,0.04
18,NAG,0.73,0.81,0.04,0.36,0.87,0.62,0.68,-0.21
24,NGG,0.73,0.94,0.11,0.24,0.71,0.66,0.56,-0.07
19,TGG,0.57,0.87,0.07,0.46,0.69,0.57,0.65,-0.23
17,NAG,0.78,0.74,0.2,0.25,0.86,0.63,0.52,-0.34
18,NAG,0.63,0.84,0.25,0.53,0.82,0.56,0.78,-0.5
19,CGG,0.72,0.9,0.22,0.3,0.65,0.52,0.71,-0.14
23,CGG,0.5,0.91,0.05,0.46,0.71,0.62,0.69,-0.22
22,NGG,0.66,0.9,0.1,0.26,0.57,0.64,0.73,-0.1
23,NGG,0.48,0.91,0.18,0.51,0.74,0.66,0.73,-0.44
18,CGG,0.63,0.93,0.26,0.55,0.47,0.6,0.61,-0.48
24,NGG,0.58,0.93,0.07,0.58,0.81,0.6,0.63,-0.32
18,TGG,0.59,0.92,0.07,0.22,0.84,0.5,0.75,0.13
18,CGG,0.79,0.92,0.0,0.46,0.67,0.57,0.77,-0.11
17,CGG,0.62,0.81,0.25,0.34,0.72,0.63,0.62,-0.41
17,NGG,0.68,0.76,0.29,0.5,0.53,0.75,0.54,-0.78
19,NAG,0.71,0.75,0.13,0.46,0.55,0.62,0.58,-0.46
22,CGG,0.51,0.71,0.19,0.39,0.67,0.58,0.73,-0.45
20,NGG,0.69,0.9,0.24,0.21,0.71,0.77,0.57,-0.32
19,NGG,0.77,0.77,0.18,0.6,0.81,0.61,0.57,-0.62
17,CGG,0.63,0.8,0.15,0.26,0.48,0.62,0.53,-0.23
21,NGG,0.64,0.89,0.02,0.31,0.8,0.64,0.76,-0.08
18,NAG,0.74,0.74,0.22,0.53,0.8,0.75,0.63,-0.76
24,CGG,0.47,0.89,0.01,0.55,0.42,0.55,0.52,-0.22
24,CGG,0.5,0.91,0.28,0.32,0.76,0.57,0.66,-0.26
18,NAG,0.66,0.89,0.18,0.48,0.62,0.76,0.58,-0.53
20,NGG,0.52,0.76,0.22,0.35,0.9,0.78,0.71,-0.59
22,CGG,0.48,0.88,0.08,0.44,0.76,0.63,0.52,-0.27
19,TGG,0.74,0.75,0.12,0.43,0.5,0.76,0.61,-0.56
22,TGG,0.71,0.87,0.1,0.21,0.82,0.77,0.67,-0.21
24,NAG,0.44,0.88,0.04,0.29,0.72,0.74,0.6,-0.19
17,TGG,0.45,0.84,0.17,0.3,0.81,0.72,0.77,-0.35
19,TGG,0.7,0.76,0.23,0.55,0.71,0.58,0.54,-0.6
20,NGG,0.47,0.95,0.21,0.21,0.89,0.68,0.72,-0.15
22,CGG,0.68,0.89,0.28,0.24,0.64,0.54,0.6,-0.17
18,CGG,0.53,0.9,0.3,0.36,0.55,0.63,0.8,-0.39
17,TGG,0.58,0.74,0.09,0.47,0.53,0.73,0.55,-0.55
18,NAG,0.5,0.76,0.27,0.27,0.65,0.62,0.64,-0.4
22,CGG,0.48,0.94,0.27,0.53,0.87,0.76,0.67,-0.62
19,NAG,0.78,0.75,0.19,0.55,0.62,0.79,0.73,-0.78
24,TGG,0.73,0.76,0.0,0.38,0.89,0.6,0.77,-0.22
20,NGG,0.65,0.79,0.26,0.35,0.64,0.68,0.59,-0.5
23,NGG,0.59,0.75,0.15,0.56,0.82,0.64,0.71,-0.6
19,TGG,0.51,0.77,0.22,0.47,0.85,0.71,0.74,-0.63
20,NAG,0.72,0.74,0.03,0.34,0.61,0.62,0.64,-0.25
19,NGG,0.54,0.86,0.14,0.28,0.44,0.52,0.61,-0.08
19,TGG,0.44,0.71,0.27,0.29,0.61,0.74,0.72,-0.59
20,TGG,0.6,0.85,0.2,0.38,0.46,0.69,0.54,-0.42
24,NAG,0.73,0.89,0.19,0.58,0.53,0.58,0.77,-0.46
23,NAG,0.51,0.82,0.26,0.39,0.6,0.66,0.57,-0.49
18,NGG,0.51,0.81,0.17,0.37,0.86,0.59,0.67,-0.32
23,NGG,0.79,0.77,0.25,0.21,0.84,0.76,0.65,-0.45
23,NAG,0.79,0.91,0.08,0.21,0.62,0.76,0.62,-0.14
20,NGG,0.41,0.8,0.28,0.26,0.7,0.71,0.59,-0.45
24,NAG,0.63,0.91,0.11,0.36,0.69,0.77,0.6,-0.33
23,NGG,0.43,0.78,0.04,0.58,0.89,0.56,0.5,-0.4
24,CGG,0.64,0.73,0.28,0.52,0.6,0.63,0.7,-0.7
23,NGG,0.72,0.72,0.04,0.58,0.89,0.53,0.55,-0.43
24,NAG,0.6,0.92,0.04,0.52,0.46,0.7,0.56,-0.34
17,TGG,0.66,0.92,0.1,0.28,0.69,0.74,0.66,-0.2
17,NAG,0.76,0.81,0.25,0.49,0.71,0.68,0.64,-0.61
18,NAG,0.59,0.84,0.2,0.54,0.66,0.77,0.8,-0.67
24,NAG,0.41,0.8,0.22,0.57,0.55,0.5,0.71,-0.49
17,CGG,0.78,0.89,0.2,0.58,0.45,0.62,0.58,-0.51
22,CGG,0.72,0.77,0.02,0.48,0.77,0.72,0.64,-0.45
20,NAG,0.61,0.9,0.22,0.36,0.66,0.64,0.6,-0.32
17,CGG,0.5,0.83,0.16,0.5,0.79,0.58,0.66,-0.41
21,NGG,0.41,0.73,0.29,0.55,0.68,0.64,0.69,-0.75
19,TGG,0.6,0.9,0.03,0.39,0.51,0.55,0.74,-0.07
20,NGG,0.48,0.76,0.16,0.31,0.77,0.54,0.69,-0.25
